Date,Close,High,Low,Open
2006-02-24,1.1875,1.1934,1.1861,1.1918
2006-02-27,1.1846,1.1877,1.1825,1.1871
2006-02-28,1.1920,1.1940,1.1832,1.1845
2006-03-01,1.1915,1.1973,1.1888,1.1921
2006-03-02,1.2034,1.2045,1.1910,1.1921
2006-03-03,1.2030,1.2051,1.1992,1.2038
2006-03-06,1.2013,1.2093,1.1987,1.2047
2006-03-07,1.1885,1.2021,1.1866,1.2018
2006-03-08,1.1925,1.1940,1.1870,1.1884
2006-03-09,1.1907,1.1952,1.1901,1.1923
2006-03-10,1.1913,1.1931,1.1857,1.1911
2006-03-13,1.1957,1.1969,1.1908,1.1914
2006-03-14,1.2010,1.2031,1.1936,1.1961
2006-03-15,1.2068,1.2074,1.2003,1.2011
2006-03-16,1.2179,1.2189,1.2032,1.2068
2006-03-17,1.2195,1.2207,1.2139,1.2182
2006-03-20,1.2165,1.2196,1.2147,1.2168
2006-03-21,1.2092,1.2171,1.2074,1.2154
2006-03-22,1.2074,1.2114,1.2062,1.2094
2006-03-23,1.1967,1.2081,1.1953,1.2075
2006-03-24,1.2030,1.2046,1.1949,1.1971
2006-03-27,1.2012,1.2059,1.2001,1.2037
2006-03-28,1.1996,1.2106,1.1991,1.2015
2006-03-29,1.2024,1.2049,1.1978,1.1998
2006-03-30,1.2160,1.2172,1.2019,1.2022
2006-03-31,1.2121,1.2175,1.2076,1.2164
2006-04-03,1.2131,1.2148,1.2029,1.2116
2006-04-04,1.2258,1.2276,1.2118,1.2134
2006-04-05,1.2295,1.2306,1.2241,1.2257
2006-04-06,1.2218,1.2333,1.2196,1.2290
2006-04-07,1.2101,1.2224,1.2090,1.2217
2006-04-10,1.2110,1.2129,1.2075,1.2106
2006-04-11,1.2138,1.2154,1.2088,1.2115
2006-04-12,1.2102,1.2167,1.2065,1.2146
2006-04-13,1.2107,1.2132,1.2068,1.2102
2006-04-14,1.2110,1.2118,1.2090,1.2106
2006-04-17,1.2254,1.2287,1.2118,1.2122
2006-04-18,1.2361,1.2366,1.2219,1.2255
2006-04-19,1.2375,1.2394,1.2282,1.2364
2006-04-20,1.2315,1.2378,1.2283,1.2376
2006-04-21,1.2344,1.2358,1.2266,1.2312
2006-04-24,1.2381,1.2414,1.2329,1.2352
2006-04-25,1.2427,1.2439,1.2362,1.2382
2006-04-26,1.2444,1.2470,1.2383,1.2428
2006-04-27,1.2530,1.2548,1.2403,1.2445
2006-04-28,1.2613,1.2635,1.2519,1.2528
2006-05-01,1.2569,1.2690,1.2553,1.2628
2006-05-02,1.2612,1.2667,1.2558,1.2565
2006-05-03,1.2629,1.2669,1.2588,1.2611
2006-05-04,1.2689,1.2723,1.2570,1.2636
2006-05-05,1.2728,1.2763,1.2670,1.2695
2006-05-08,1.2696,1.2786,1.2690,1.2743
2006-05-09,1.2757,1.2781,1.2660,1.2702
2006-05-10,1.2783,1.2830,1.2749,1.2761
2006-05-11,1.2833,1.2870,1.2684,1.2781
2006-05-12,1.2926,1.2954,1.2829,1.2834
2006-05-15,1.2794,1.2971,1.2776,1.2946
2006-05-16,1.2858,1.2867,1.2769,1.2796
2006-05-17,1.2725,1.2920,1.2701,1.2857
2006-05-18,1.2857,1.2873,1.2721,1.2725
2006-05-19,1.2770,1.2863,1.2692,1.2856
2006-05-22,1.2860,1.2885,1.2693,1.2761
2006-05-23,1.2809,1.2878,1.2804,1.2857
2006-05-24,1.2758,1.2889,1.2729,1.2783
2006-05-25,1.2822,1.2825,1.2746,1.2755
2006-05-26,1.2725,1.2832,1.2699,1.2825
2006-05-29,1.2747,1.2768,1.2717,1.2730
2006-05-30,1.2873,1.2908,1.2739,1.2749
2006-05-31,1.2812,1.2903,1.2802,1.2873
2006-06-01,1.2809,1.2824,1.2721,1.2817
2006-06-02,1.2921,1.2937,1.2792,1.2814
2006-06-05,1.2903,1.2980,1.2897,1.2924
2006-06-06,1.2817,1.2933,1.2806,1.2901
2006-06-07,1.2797,1.2837,1.2756,1.2823
2006-06-08,1.2650,1.2808,1.2625,1.2802
2006-06-09,1.2640,1.2683,1.2595,1.2652
2006-06-12,1.2579,1.2651,1.2565,1.2614
2006-06-13,1.2544,1.2614,1.2528,1.2580
2006-06-14,1.2604,1.2646,1.2534,1.2543
2006-06-15,1.2629,1.2656,1.2581,1.2604
2006-06-16,1.2636,1.2673,1.2616,1.2630
2006-06-19,1.2574,1.2653,1.2548,1.2647
2006-06-20,1.2578,1.2616,1.2535,1.2573
2006-06-21,1.2664,1.2678,1.2578,1.2584
2006-06-22,1.2568,1.2679,1.2550,1.2661
2006-06-23,1.2509,1.2592,1.2475,1.2569
2006-06-26,1.2584,1.2603,1.2499,1.2506
2006-06-27,1.2579,1.2618,1.2560,1.2587
2006-06-28,1.2545,1.2584,1.2512,1.2572
2006-06-29,1.2667,1.2669,1.2515,1.2547
2006-06-30,1.2789,1.2790,1.2654,1.2665
2006-07-03,1.2791,1.2820,1.2758,1.2786
2006-07-04,1.2786,1.2823,1.2783,1.2792
2006-07-05,1.2718,1.2839,1.2702,1.2789
2006-07-06,1.2775,1.2781,1.2717,1.2720
2006-07-07,1.2812,1.2859,1.2762,1.2778
2006-07-10,1.2735,1.2818,1.2716,1.2811
2006-07-11,1.2766,1.2777,1.2704,1.2738
2006-07-12,1.2700,1.2779,1.2670,1.2764
2006-07-13,1.2692,1.2730,1.2664,1.2702
2006-07-14,1.2644,1.2697,1.2622,1.2691
2006-07-17,1.2520,1.2646,1.2508,1.2633
2006-07-18,1.2502,1.2559,1.2479,1.2519
2006-07-19,1.2592,1.2609,1.2458,1.2505
2006-07-20,1.2627,1.2653,1.2586,1.2594
2006-07-21,1.2695,1.2696,1.2623,1.2627
2006-07-24,1.2634,1.2707,1.2608,1.2702
2006-07-25,1.2579,1.2674,1.2562,1.2633
2006-07-26,1.2716,1.2724,1.2558,1.2580
2006-07-27,1.2692,1.2772,1.2679,1.2713
2006-07-28,1.2747,1.2769,1.2655,1.2695
2006-07-31,1.2766,1.2781,1.2739,1.2762
2006-08-01,1.2822,1.2829,1.2718,1.2763
2006-08-02,1.2788,1.2835,1.2774,1.2816
2006-08-03,1.2801,1.2834,1.2739,1.2790
2006-08-04,1.2878,1.2909,1.2766,1.2803
2006-08-07,1.2815,1.2892,1.2815,1.2884
2006-08-08,1.2821,1.2891,1.2806,1.2817
2006-08-09,1.2863,1.2902,1.2764,1.2822
2006-08-10,1.2793,1.2909,1.2747,1.2863
2006-08-11,1.2721,1.2799,1.2717,1.2792
2006-08-14,1.2722,1.2763,1.2708,1.2711
2006-08-15,1.2784,1.2802,1.2695,1.2719
2006-08-16,1.2839,1.2864,1.2767,1.2783
2006-08-17,1.2826,1.2886,1.2812,1.2839
2006-08-18,1.2823,1.2845,1.2779,1.2827
2006-08-21,1.2886,1.2938,1.2829,1.2873
2006-08-22,1.2805,1.2888,1.2784,1.2888
2006-08-23,1.2786,1.2850,1.2777,1.2804
2006-08-24,1.2763,1.2840,1.2751,1.2787
2006-08-25,1.2751,1.2782,1.2725,1.2765
2006-08-28,1.2784,1.2820,1.2754,1.2759
2006-08-29,1.2829,1.2838,1.2751,1.2783
2006-08-30,1.2837,1.2852,1.2811,1.2830
2006-08-31,1.2806,1.2879,1.2785,1.2834
2006-09-01,1.2835,1.2846,1.2756,1.2805
2006-09-04,1.2860,1.2874,1.2839,1.2840
2006-09-05,1.2817,1.2865,1.2796,1.2860
2006-09-06,1.2804,1.2832,1.2770,1.2818
2006-09-07,1.2733,1.2830,1.2706,1.2804
2006-09-08,1.2677,1.2742,1.2650,1.2734
2006-09-11,1.2701,1.2739,1.2651,1.2667
2006-09-12,1.2682,1.2732,1.2673,1.2700
2006-09-13,1.2699,1.2717,1.2667,1.2683
2006-09-14,1.2724,1.2750,1.2676,1.2698
2006-09-15,1.2661,1.2735,1.2632,1.2723
2006-09-18,1.2702,1.2710,1.2642,1.2643
2006-09-19,1.2671,1.2726,1.2650,1.2702
2006-09-20,1.2687,1.2727,1.2663,1.2671
2006-09-21,1.2781,1.2798,1.2681,1.2688
2006-09-22,1.2783,1.2830,1.2776,1.2780
2006-09-25,1.2746,1.2819,1.2731,1.2789
2006-09-26,1.2683,1.2760,1.2662,1.2746
2006-09-27,1.2701,1.2718,1.2674,1.2682
2006-09-28,1.2695,1.2732,1.2678,1.2700
2006-09-29,1.2674,1.2713,1.2639,1.2695
2006-10-02,1.2739,1.2758,1.2661,1.2680
2006-10-03,1.2727,1.2765,1.2719,1.2737
2006-10-04,1.2715,1.2738,1.2667,1.2728
2006-10-05,1.2688,1.2725,1.2672,1.2715
2006-10-06,1.2599,1.2704,1.2573,1.2690
2006-10-09,1.2593,1.2613,1.2585,1.2589
2006-10-10,1.2535,1.2613,1.2518,1.2594
2006-10-11,1.2521,1.2556,1.2502,1.2533
2006-10-12,1.2561,1.2564,1.2516,1.2523
2006-10-13,1.2512,1.2577,1.2483,1.2560
2006-10-16,1.2532,1.2537,1.2489,1.2502
2006-10-17,1.2537,1.2566,1.2509,1.2533
2006-10-18,1.2531,1.2558,1.2501,1.2537
2006-10-19,1.2623,1.2640,1.2530,1.2531
2006-10-20,1.2615,1.2639,1.2597,1.2624
2006-10-23,1.2550,1.2621,1.2534,1.2615
2006-10-24,1.2553,1.2576,1.2525,1.2548
2006-10-25,1.2606,1.2622,1.2550,1.2554
2006-10-26,1.2688,1.2701,1.2605,1.2606
2006-10-27,1.2740,1.2749,1.2663,1.2688
2006-10-30,1.2724,1.2735,1.2699,1.2730
2006-10-31,1.2762,1.2782,1.2679,1.2724
2006-11-01,1.2756,1.2798,1.2742,1.2761
2006-11-02,1.2779,1.2783,1.2736,1.2754
2006-11-03,1.2718,1.2785,1.2682,1.2779
2006-11-06,1.2723,1.2725,1.2689,1.2717
2006-11-07,1.2773,1.2819,1.2721,1.2723
2006-11-08,1.2757,1.2807,1.2745,1.2774
2006-11-09,1.2829,1.2848,1.2750,1.2756
2006-11-10,1.2840,1.2898,1.2826,1.2827
2006-11-13,1.2805,1.2877,1.2795,1.2846
2006-11-14,1.2810,1.2870,1.2791,1.2805
2006-11-15,1.2827,1.2834,1.2774,1.2810
2006-11-16,1.2795,1.2839,1.2784,1.2828
2006-11-17,1.2826,1.2845,1.2762,1.2795
2006-11-20,1.2816,1.2851,1.2805,1.2829
2006-11-21,1.2842,1.2854,1.2797,1.2815
2006-11-22,1.2942,1.2956,1.2838,1.2842
2006-11-23,1.2947,1.2975,1.2926,1.2941
2006-11-24,1.3094,1.3107,1.2942,1.2944
2006-11-27,1.3132,1.3166,1.3087,1.3129
2006-11-28,1.3199,1.3208,1.3117,1.3133
2006-11-29,1.3153,1.3217,1.3133,1.3198
2006-11-30,1.3241,1.3274,1.3142,1.3153
2006-12-01,1.3337,1.3348,1.3218,1.3241
2006-12-04,1.3339,1.3367,1.3282,1.3333
2006-12-05,1.3317,1.3360,1.3287,1.3339
2006-12-06,1.3284,1.3340,1.3255,1.3317
2006-12-07,1.3287,1.3323,1.3275,1.3284
2006-12-08,1.3201,1.3363,1.3193,1.3283
2006-12-11,1.3237,1.3262,1.3130,1.3178
2006-12-12,1.3284,1.3291,1.3214,1.3236
2006-12-13,1.3212,1.3288,1.3192,1.3284
2006-12-14,1.3144,1.3251,1.3140,1.3212
2006-12-15,1.3081,1.3184,1.3060,1.3144
2006-12-18,1.3096,1.3117,1.3052,1.3082
2006-12-19,1.3198,1.3215,1.3082,1.3096
2006-12-20,1.3172,1.3244,1.3160,1.3197
2006-12-21,1.3176,1.3214,1.3141,1.3173
2006-12-22,1.3127,1.3212,1.3109,1.3175
2006-12-25,1.3119,1.3164,1.3099,1.3118
2006-12-26,1.3096,1.3141,1.3090,1.3120
2006-12-27,1.3114,1.3177,1.3096,1.3096
2006-12-28,1.3147,1.3200,1.3105,1.3115
2006-12-29,1.3197,1.3204,1.3137,1.3148
2007-01-01,1.3199,1.3200,1.3174,1.3197
2007-01-02,1.3274,1.3296,1.3199,1.3199
2007-01-03,1.3169,1.3290,1.3146,1.3273
2007-01-04,1.3083,1.3179,1.3076,1.3170
2007-01-05,1.3003,1.3105,1.2981,1.3083
2007-01-08,1.3023,1.3035,1.2971,1.3012
2007-01-09,1.2999,1.3052,1.2986,1.3020
2007-01-10,1.2937,1.3005,1.2931,1.2999
2007-01-11,1.2892,1.3015,1.2882,1.2936
2007-01-12,1.2924,1.2942,1.2867,1.2892
2007-01-15,1.2936,1.2940,1.2927,1.2933
2007-01-16,1.2918,1.2988,1.2908,1.2936
2007-01-17,1.2938,1.2950,1.2898,1.2917
2007-01-18,1.2963,1.2976,1.2896,1.2938
2007-01-19,1.2961,1.3001,1.2914,1.2963
2007-01-22,1.2949,1.2977,1.2923,1.2959
2007-01-23,1.3026,1.3044,1.2929,1.2949
2007-01-24,1.2970,1.3036,1.2948,1.3025
2007-01-25,1.2931,1.3001,1.2915,1.2969
2007-01-26,1.2915,1.2944,1.2878,1.2931
2007-01-29,1.2957,1.2966,1.2897,1.2916
2007-01-30,1.2969,1.2980,1.2944,1.2956
2007-01-31,1.3033,1.3036,1.2924,1.2968
2007-02-01,1.3021,1.3050,1.3000,1.3032
2007-02-02,1.2961,1.3064,1.2951,1.3022
2007-02-05,1.2928,1.2966,1.2913,1.2960
2007-02-06,1.2983,1.2990,1.2912,1.2928
2007-02-07,1.3012,1.3024,1.2966,1.2983
2007-02-08,1.3040,1.3041,1.2975,1.3010
2007-02-09,1.3005,1.3044,1.2982,1.3041
2007-02-12,1.2966,1.3036,1.2940,1.2991
2007-02-13,1.3037,1.3043,1.2954,1.2966
2007-02-14,1.3129,1.3149,1.3024,1.3038
2007-02-15,1.3140,1.3171,1.3118,1.3129
2007-02-16,1.3137,1.3146,1.3094,1.3140
2007-02-19,1.3155,1.3163,1.3122,1.3146
2007-02-20,1.3137,1.3189,1.3129,1.3155
2007-02-21,1.3139,1.3165,1.3111,1.3132
2007-02-22,1.3125,1.3144,1.3081,1.3140
2007-02-23,1.3165,1.3188,1.3103,1.3124
2007-02-26,1.3188,1.3198,1.3150,1.3168
2007-02-27,1.3239,1.3259,1.3160,1.3187
2007-02-28,1.3225,1.3241,1.3180,1.3240
2007-03-01,1.3186,1.3239,1.3161,1.3226
2007-03-02,1.3191,1.3201,1.3143,1.3184
2007-03-05,1.3088,1.3211,1.3072,1.3200
2007-03-06,1.3127,1.3130,1.3080,1.3091
2007-03-07,1.3176,1.3185,1.3109,1.3127
2007-03-08,1.3130,1.3182,1.3117,1.3178
2007-03-09,1.3114,1.3159,1.3087,1.3130
2007-03-12,1.3189,1.3199,1.3109,1.3126
2007-03-13,1.3195,1.3221,1.3156,1.3188
2007-03-14,1.3224,1.3244,1.3176,1.3196
2007-03-15,1.3237,1.3250,1.3193,1.3222
2007-03-16,1.3315,1.3339,1.3231,1.3237
2007-03-19,1.3302,1.3325,1.3279,1.3316
2007-03-20,1.3317,1.3322,1.3271,1.3304
2007-03-21,1.3380,1.3389,1.3289,1.3317
2007-03-22,1.3330,1.3410,1.3310,1.3382
2007-03-23,1.3283,1.3342,1.3280,1.3330
2007-03-26,1.3330,1.3346,1.3254,1.3283
2007-03-27,1.3350,1.3363,1.3321,1.3329
2007-03-28,1.3313,1.3373,1.3308,1.3359
2007-03-29,1.3330,1.3352,1.3302,1.3312
2007-03-30,1.3352,1.3399,1.3287,1.3332
2007-04-02,1.3365,1.3381,1.3331,1.3373
2007-04-03,1.3330,1.3380,1.3320,1.3368
2007-04-04,1.3368,1.3380,1.3319,1.3332
2007-04-05,1.3429,1.3441,1.3352,1.3366
2007-04-06,1.3378,1.3432,1.3363,1.3429
2007-04-09,1.3353,1.3378,1.3340,1.3373
2007-04-10,1.3439,1.3455,1.3349,1.3354
2007-04-11,1.3430,1.3441,1.3407,1.3439
2007-04-12,1.3481,1.3503,1.3429,1.3430
2007-04-13,1.3527,1.3551,1.3481,1.3483
2007-04-16,1.3534,1.3576,1.3530,1.3541
2007-04-17,1.3566,1.3593,1.3522,1.3534
2007-04-18,1.3606,1.3615,1.3545,1.3566
2007-04-19,1.3611,1.3619,1.3560,1.3608
2007-04-20,1.3588,1.3637,1.3586,1.3610
2007-04-23,1.3576,1.3607,1.3542,1.3594
2007-04-24,1.3636,1.3643,1.3547,1.3575
2007-04-25,1.3637,1.3665,1.3621,1.3639
2007-04-26,1.3602,1.3654,1.3584,1.3636
2007-04-27,1.3649,1.3678,1.3586,1.3598
2007-04-30,1.3646,1.3679,1.3589,1.3631
2007-05-01,1.3604,1.3673,1.3591,1.3647
2007-05-02,1.3592,1.3613,1.3561,1.3602
2007-05-03,1.3550,1.3620,1.3546,1.3591
2007-05-04,1.3590,1.3609,1.3533,1.3551
2007-05-07,1.3601,1.3626,1.3591,1.3600
2007-05-08,1.3543,1.3621,1.3516,1.3600
2007-05-09,1.3527,1.3566,1.3519,1.3543
2007-05-10,1.3479,1.3563,1.3465,1.3527
2007-05-11,1.3522,1.3531,1.3463,1.3481
2007-05-14,1.3545,1.3558,1.3524,1.3526
2007-05-15,1.3590,1.3608,1.3527,1.3542
2007-05-16,1.3515,1.3610,1.3503,1.3591
2007-05-17,1.3494,1.3543,1.3476,1.3517
2007-05-18,1.3508,1.3521,1.3465,1.3493
2007-05-21,1.3468,1.3530,1.3437,1.3519
2007-05-22,1.3447,1.3475,1.3438,1.3467
2007-05-23,1.3460,1.3501,1.3416,1.3448
2007-05-24,1.3428,1.3462,1.3415,1.3458
2007-05-25,1.3442,1.3472,1.3411,1.3428
2007-05-28,1.3451,1.3461,1.3445,1.3449
2007-05-29,1.3448,1.3519,1.3419,1.3451
2007-05-30,1.3429,1.3457,1.3408,1.3448
2007-05-31,1.3453,1.3474,1.3422,1.3429
2007-06-01,1.3448,1.3462,1.3392,1.3452
2007-06-04,1.3489,1.3498,1.3433,1.3445
2007-06-05,1.3524,1.3551,1.3488,1.3489
2007-06-06,1.3503,1.3537,1.3485,1.3521
2007-06-07,1.3433,1.3512,1.3422,1.3505
2007-06-08,1.3372,1.3435,1.3321,1.3433
2007-06-11,1.3358,1.3366,1.3333,1.3366
2007-06-12,1.3302,1.3368,1.3301,1.3358
2007-06-13,1.3310,1.3315,1.3264,1.3301
2007-06-14,1.3312,1.3323,1.3279,1.3312
2007-06-15,1.3388,1.3389,1.3306,1.3312
2007-06-18,1.3415,1.3417,1.3377,1.3384
2007-06-19,1.3427,1.3435,1.3383,1.3414
2007-06-20,1.3403,1.3437,1.3396,1.3427
2007-06-21,1.3388,1.3408,1.3372,1.3403
2007-06-22,1.3470,1.3470,1.3381,1.3389
2007-06-25,1.3462,1.3473,1.3439,1.3468
2007-06-26,1.3454,1.3477,1.3432,1.3462
2007-06-27,1.3453,1.3458,1.3416,1.3452
2007-06-28,1.3450,1.3480,1.3423,1.3452
2007-06-29,1.3541,1.3542,1.3431,1.3448
2007-07-02,1.3624,1.3638,1.3528,1.3541
2007-07-03,1.3608,1.3634,1.3584,1.3624
2007-07-04,1.3612,1.3630,1.3605,1.3609
2007-07-05,1.3598,1.3658,1.3579,1.3612
2007-07-06,1.3627,1.3641,1.3568,1.3597
2007-07-09,1.3626,1.3638,1.3610,1.3630
2007-07-10,1.3746,1.3747,1.3594,1.3626
2007-07-11,1.3744,1.3782,1.3731,1.3747
2007-07-12,1.3788,1.3797,1.3740,1.3744
2007-07-13,1.3782,1.3811,1.3763,1.3787
2007-07-16,1.3771,1.3803,1.3759,1.3781
2007-07-17,1.3781,1.3797,1.3758,1.3771
2007-07-18,1.3802,1.3832,1.3753,1.3781
2007-07-19,1.3803,1.3829,1.3786,1.3803
2007-07-20,1.3827,1.3842,1.3780,1.3802
2007-07-23,1.3807,1.3844,1.3795,1.3830
2007-07-24,1.3823,1.3851,1.3798,1.3809
2007-07-25,1.3721,1.3832,1.3696,1.3823
2007-07-26,1.3746,1.3771,1.3692,1.3720
2007-07-27,1.3633,1.3753,1.3627,1.3744
2007-07-30,1.3696,1.3705,1.3610,1.3623
2007-07-31,1.3683,1.3726,1.3679,1.3695
2007-08-01,1.3666,1.3709,1.3637,1.3682
2007-08-02,1.3702,1.3705,1.3650,1.3665
2007-08-03,1.3773,1.3819,1.3684,1.3703
2007-08-06,1.3793,1.3838,1.3780,1.3796
2007-08-07,1.3736,1.3815,1.3735,1.3792
2007-08-08,1.3797,1.3826,1.3721,1.3738
2007-08-09,1.3677,1.3816,1.3655,1.3797
2007-08-10,1.3692,1.3704,1.3643,1.3678
2007-08-13,1.3612,1.3709,1.3604,1.3689
2007-08-14,1.3533,1.3625,1.3531,1.3609
2007-08-15,1.3441,1.3539,1.3439,1.3533
2007-08-16,1.3427,1.3446,1.3370,1.3440
2007-08-17,1.3475,1.3545,1.3371,1.3427
2007-08-20,1.3473,1.3506,1.3460,1.3475
2007-08-21,1.3465,1.3518,1.3457,1.3476
2007-08-22,1.3543,1.3549,1.3450,1.3466
2007-08-23,1.3564,1.3588,1.3535,1.3549
2007-08-24,1.3674,1.3679,1.3553,1.3566
2007-08-27,1.3641,1.3679,1.3635,1.3672
2007-08-28,1.3600,1.3679,1.3599,1.3640
2007-08-29,1.3674,1.3680,1.3563,1.3600
2007-08-30,1.3631,1.3676,1.3593,1.3673
2007-08-31,1.3628,1.3719,1.3620,1.3631
2007-09-03,1.3622,1.3654,1.3603,1.3629
2007-09-04,1.3604,1.3625,1.3551,1.3623
2007-09-05,1.3650,1.3671,1.3569,1.3604
2007-09-06,1.3690,1.3710,1.3635,1.3650
2007-09-07,1.3767,1.3796,1.3663,1.3690
2007-09-10,1.3806,1.3814,1.3766,1.3774
2007-09-11,1.3836,1.3846,1.3778,1.3807
2007-09-12,1.3905,1.3914,1.3824,1.3838
2007-09-13,1.3864,1.3927,1.3863,1.3905
2007-09-14,1.3874,1.3895,1.3844,1.3865
2007-09-17,1.3859,1.3887,1.3849,1.3872
2007-09-18,1.3982,1.3988,1.3829,1.3859
2007-09-19,1.3967,1.3987,1.3935,1.3981
2007-09-20,1.4066,1.4098,1.3962,1.3966
2007-09-21,1.4090,1.4118,1.4043,1.4067
2007-09-24,1.4078,1.4129,1.4067,1.4091
2007-09-25,1.4148,1.4152,1.4061,1.4077
2007-09-26,1.4131,1.4162,1.4111,1.4145
2007-09-27,1.4146,1.4188,1.4124,1.4131
2007-09-28,1.4266,1.4278,1.4144,1.4146
2007-10-01,1.4233,1.4275,1.4211,1.4268
2007-10-02,1.4148,1.4237,1.4139,1.4232
2007-10-03,1.4091,1.4200,1.4081,1.4148
2007-10-04,1.4135,1.4148,1.4068,1.4091
2007-10-05,1.4135,1.4156,1.4032,1.4133
2007-10-08,1.4056,1.4150,1.4036,1.4138
2007-10-09,1.4104,1.4113,1.4014,1.4054
2007-10-10,1.4141,1.4171,1.4094,1.4104
2007-10-11,1.4201,1.4241,1.4136,1.4141
2007-10-12,1.4179,1.4213,1.4154,1.4200
2007-10-15,1.4212,1.4242,1.4160,1.4177
2007-10-16,1.4173,1.4226,1.4143,1.4211
2007-10-17,1.4216,1.4229,1.4158,1.4172
2007-10-18,1.4285,1.4308,1.4195,1.4216
2007-10-19,1.4304,1.4318,1.4245,1.4285
2007-10-22,1.4175,1.4348,1.4125,1.4304
2007-10-23,1.4260,1.4278,1.4170,1.4175
2007-10-24,1.4265,1.4268,1.4189,1.4262
2007-10-25,1.4331,1.4341,1.4248,1.4261
2007-10-26,1.4393,1.4395,1.4317,1.4330
2007-10-29,1.4422,1.4437,1.4376,1.4400
2007-10-30,1.4440,1.4441,1.4374,1.4421
2007-10-31,1.4478,1.4503,1.4419,1.4441
2007-11-01,1.4421,1.4482,1.4403,1.4477
2007-11-02,1.4501,1.4527,1.4419,1.4419
2007-11-05,1.4468,1.4524,1.4444,1.4508
2007-11-06,1.4557,1.4570,1.4466,1.4469
2007-11-07,1.4635,1.4729,1.4554,1.4556
2007-11-08,1.4676,1.4702,1.4615,1.4636
2007-11-09,1.4677,1.4751,1.4631,1.4676
2007-11-12,1.4531,1.4675,1.4525,1.4675
2007-11-13,1.4603,1.4632,1.4520,1.4531
2007-11-14,1.4649,1.4725,1.4599,1.4603
2007-11-15,1.4612,1.4703,1.4605,1.4647
2007-11-16,1.4662,1.4671,1.4581,1.4612
2007-11-19,1.4665,1.4687,1.4617,1.4670
2007-11-20,1.4836,1.4851,1.4634,1.4663
2007-11-21,1.4858,1.4870,1.4775,1.4840
2007-11-22,1.4850,1.4872,1.4819,1.4856
2007-11-23,1.4835,1.4966,1.4785,1.4847
2007-11-26,1.4870,1.4891,1.4803,1.4820
2007-11-27,1.4831,1.4907,1.4808,1.4870
2007-11-28,1.4839,1.4858,1.4708,1.4827
2007-11-29,1.4743,1.4843,1.4719,1.4840
2007-11-30,1.4632,1.4783,1.4627,1.4743
2007-12-03,1.4666,1.4707,1.4621,1.4639
2007-12-04,1.4762,1.4768,1.4635,1.4667
2007-12-05,1.4609,1.4770,1.4591,1.4759
2007-12-06,1.4635,1.4652,1.4526,1.4609
2007-12-07,1.4656,1.4670,1.4599,1.4636
2007-12-10,1.4711,1.4735,1.4639,1.4654
2007-12-11,1.4654,1.4749,1.4639,1.4711
2007-12-12,1.4707,1.4747,1.4649,1.4654
2007-12-13,1.4632,1.4736,1.4581,1.4704
2007-12-14,1.4429,1.4657,1.4411,1.4632
2007-12-17,1.4398,1.4453,1.4330,1.4390
2007-12-18,1.4416,1.4435,1.4365,1.4398
2007-12-19,1.4380,1.4423,1.4325,1.4412
2007-12-20,1.4330,1.4387,1.4309,1.4384
2007-12-21,1.4376,1.4410,1.4314,1.4329
2007-12-24,1.4393,1.4413,1.4358,1.4376
2007-12-25,1.4401,1.4413,1.4387,1.4394
2007-12-26,1.4488,1.4506,1.4389,1.4392
2007-12-27,1.4624,1.4639,1.4468,1.4487
2007-12-28,1.4712,1.4725,1.4590,1.4626
2007-12-31,1.4584,1.4747,1.4568,1.4714
2008-01-01,1.4590,1.4617,1.4575,1.4587
2008-01-02,1.4722,1.4749,1.4583,1.4592
2008-01-03,1.4748,1.4779,1.4686,1.4715
2008-01-04,1.4772,1.4823,1.4693,1.4750
2008-01-07,1.4695,1.4756,1.4657,1.4746
2008-01-08,1.4706,1.4740,1.4678,1.4695
2008-01-09,1.4657,1.4742,1.4639,1.4707
2008-01-10,1.4804,1.4811,1.4638,1.4681
2008-01-11,1.4776,1.4818,1.4763,1.4803
2008-01-14,1.4865,1.4914,1.4779,1.4781
2008-01-15,1.4804,1.4918,1.4799,1.4869
2008-01-16,1.4650,1.4857,1.4599,1.4802
2008-01-17,1.4640,1.4710,1.4590,1.4652
2008-01-18,1.4619,1.4693,1.4600,1.4641
2008-01-21,1.4452,1.4604,1.4424,1.4602
2008-01-22,1.4627,1.4641,1.4366,1.4453
2008-01-23,1.4629,1.4684,1.4509,1.4628
2008-01-24,1.4756,1.4778,1.4590,1.4628
2008-01-25,1.4676,1.4776,1.4658,1.4753
2008-01-28,1.4782,1.4797,1.4662,1.4671
2008-01-29,1.4775,1.4796,1.4735,1.4779
2008-01-30,1.4860,1.4905,1.4754,1.4774
2008-01-31,1.4858,1.4914,1.4801,1.4861
2008-02-01,1.4804,1.4940,1.4786,1.4860
2008-02-04,1.4827,1.4847,1.4792,1.4799
2008-02-05,1.4644,1.4834,1.4620,1.4830
2008-02-06,1.4630,1.4670,1.4591,1.4647
2008-02-07,1.4479,1.4650,1.4440,1.4632
2008-02-08,1.4507,1.4545,1.4448,1.4485
2008-02-11,1.4518,1.4577,1.4480,1.4516
2008-02-12,1.4578,1.4613,1.4495,1.4517
2008-02-13,1.4569,1.4596,1.4532,1.4581
2008-02-14,1.4636,1.4645,1.4559,1.4559
2008-02-15,1.4678,1.4708,1.4630,1.4641
2008-02-18,1.4654,1.4690,1.4610,1.4680
2008-02-19,1.4727,1.4757,1.4640,1.4657
